-2|-105010007|1|-104030007
-2|-105010008|1|-104030008
-2|-105010009|1|-104030009
-2|-105010010|1|-104030010
-2|-105010011|1|-104030011
-2|-105010012|1|-104030012
-2|-105010013|1|-104030013
-2|-105010014|1|-104030014
-2|-105010015|1|-104030015
-2|-105010016|1|-104030016
-2|-105020001|1|-105010001
-2|-105020001|2|-105010002
-2|-105020001|3|-105010003
-2|-105020001|4|-105010004
-2|-105020001|5|-105010005
-2|-105020001|6|-105010006
-2|-105020001|7|-105010007
-2|-105020001|8|-105010008
-2|-105020001|9|-105010009
-2|-105020001|10|-105010010
-2|-105020001|11|-105010011
-2|-105020001|12|-105010012
-2|-105020001|13|-105010013
-2|-105020001|14|-105010014
-2|-105020001|15|-105010015
-2|-105020001|16|-105010016
-2|-106010001|1|-105020001
-2|-106010001|2|-105020101
-2|-107010001|1|-106030001
-2|-107010001|2|-106030101
-2|-200000000|1|-107010001
-2|-104020011|1|-104010011
-2|-104020010|1|-104010010
-2|-104020009|1|-104010009
-2|-104020008|1|-104010008
-2|-104020007|1|-104010007
-2|-104020006|1|-104010006
-2|-104020005|1|-104010005
-2|-104020004|1|-104010004
-2|-104020003|1|-104010003
-2|-104020002|1|-104010002
-2|-104020001|1|-104010001
-2|-104030013|1|-104020013
-2|-106020001|1|-106010001
-2|-101030002|1|-101020002
-2|-101030001|1|-101020001
-2|-104010016|1|-103010010
-2|-104010007|4|-103010034
-2|-104010006|1|-103010003
-2|-104010006|2|-103010013
-2|-104010006|3|-103010053
-2|-104010005|1|-103010002
-2|-104010005|2|-103010043
-2|-104010005|3|-103010052
-2|-104010004|1|-103010033
-2|-104010004|2|-103010042
-2|-104010004|3|-103010051
-2|-104010003|2|-103010032
-2|-104010003|3|-103010041
-2|-104010002|1|-103010012
-2|-104010002|2|-103010022
-2|-104030015|1|-104020015
-2|-104030011|1|-104020011
-2|-104030010|1|-104020010
-2|-104030009|1|-104020009
-2|-104030008|1|-104020008
-2|-101020002|1|-101010002
-2|-101020001|1|-101010001
-2|-104010016|3|-103010030
-2|-104010016|4|-103010040
-2|-104010016|5|-103010050
-2|-104010016|6|-103010060
-2|-104010015|1|-103010009
-2|-104010015|2|-103010029
-2|-104010015|3|-103010039
-2|-104010015|4|-103010059
-2|-104010014|1|-103010019
-2|-104010014|2|-103010028
-2|-104010014|3|-103010049
-2|-104010014|4|-103010058
-2|-104010013|1|-103010008
-2|-104010013|2|-103010018
-2|-104010013|3|-103010038
-2|-104010013|4|-103010048
-2|-104010012|1|-103010007
-2|-104010012|2|-103010017
-2|-104010012|3|-103010027
-2|-104010012|4|-103010057
-2|-104010011|1|-103010006
-2|-104010011|2|-103010016
-2|-104010011|3|-103010047
-2|-104010011|4|-103010056
-2|-104010010|1|-103010005
-2|-104010010|2|-103010037
-2|-104010010|3|-103010046
-2|-104010010|4|-103010055
-2|-104010009|1|-103010026
-2|-104010009|2|-103010036
-2|-104010009|3|-103010045
-2|-104010009|4|-103010054
-2|-104010008|1|-103010015
-2|-104010008|2|-103010025
-2|-104010008|3|-103010035
-2|-104010008|4|-103010044
-2|-104010007|1|-103010004
-2|-104010007|2|-103010014
-2|-104010007|3|-103010024
-2|-104010003|1|-103010023
-2|-104030016|1|-104020016
-2|-104030014|1|-104020014
-2|-104030012|1|-104020012
-2|-104030007|1|-104020007
-2|-104030006|1|-104020006
-2|-104030005|1|-104020005
-2|-104030004|1|-104020004
-2|-104030003|1|-104020003
-2|-104030002|1|-104020002
-2|-104030001|1|-104020001
-2|-106030001|1|-106020001
